seq_id,seq_len,label,peak_mag,peak_idx,peak_freq,peak_phase,peak_to_skirt,phase_coherence,band_energy,snr,qc_flag,shuffle_mean_peak,phase_scramble_mean_peak,cohens_d_peak_mag,ci_low_peak_mag,ci_high_peak_mag,p_perm_peak_mag,cohens_d_snr,ci_low_snr,ci_high_snr,p_perm_snr,cohens_d_phase_coherence,ci_low_phase_coherence,ci_high_phase_coherence,p_perm_phase_coherence,estimated_power
33,20,high_gc,44.36797124091549,14,0.08633613445378151,1.5360217590201533,44.36797124091549,0.9509544277244528,342605.7949494948,35.72173003340916,0.0,56.04408730148965,44.36797124091549,,,,,,,,,,,,,
34,20,high_gc,33.996582927778775,0,0.08523809523809524,1.5501340472712914,33.996582927778775,0.12152622938624869,84103.23538316418,15.928478081947183,1.0,60.777141250869434,33.996582927778775,,,,,,,,,,,,,
35,20,high_gc,97.8667258612432,39,0.088296918767507,2.0779851999881873,97.8667258612432,0.9226273483340449,2109964.6334496294,90.47567533238305,0.0,63.692837349606215,97.86672586124318,,,,,,,,,,,,,
36,20,high_gc,64.73149545923826,44,0.08868907563025209,2.1239720306385728,64.73149545923826,0.8835832414474117,919924.0203282731,59.72842333706264,0.0,58.58115909708749,64.73149545923826,,,,,,,,,,,,,
37,20,high_gc,27.450411127295894,0,0.08523809523809524,1.232426082098357,27.450411127295894,0.8065922770200942,72191.91786879493,15.738073276233006,1.0,47.344204837917296,27.450411127295894,,,,,,,,,,,,,
38,20,high_gc,51.52451955325988,0,0.08523809523809524,1.2700278225923936,51.52451955325988,0.8603613041568662,406608.1834628173,38.90083574274999,1.0,54.4777918516273,51.52451955325987,,,,,,,,,,,,,
39,20,high_gc,13.01966966859463,0,0.08523809523809524,1.0774254715566138,13.01966966859463,0.9995626334755496,35563.424831847406,11.773088003169633,1.0,48.21682589661261,13.019669668594629,,,,,,,,,,,,,
40,20,high_gc,45.37779270331382,0,0.08523809523809524,1.421152014300421,45.37779270331382,0.49393915667176863,206191.68215750583,27.17708401966442,1.0,57.28110520090012,45.37779270331382,,,,,,,,,,,,,
41,20,high_gc,90.59960091866806,31,0.08766946778711485,0.4189476359985649,90.59960091866806,0.9451336806770353,1858111.1111210831,85.01774000317445,0.0,49.031218649837065,90.59960091866807,,,,,,,,,,,,,
42,20,high_gc,47.274580270345346,255,0.10523809523809523,-0.5247308464943349,47.274580270345346,0.19510408948529767,161958.48965532996,22.52672828371315,1.0,51.67132310394979,47.27458027034534,,,,,,,,,,,,,
43,20,high_gc,102.19115530467046,30,0.08759103641456582,2.3663027188788375,102.19115530467046,0.8851580499951958,2396491.9630103055,96.61370519158547,0.0,64.27795395576635,102.19115530467046,,,,,,,,,,,,,
44,20,high_gc,46.82578406757952,0,0.08523809523809524,-2.702729557949746,46.82578406757952,0.8622897580851411,521910.49136522436,45.1469959340709,1.0,49.830676044249515,46.82578406757953,,,,,,,,,,,,,
45,20,high_gc,74.89016746179904,2,0.08539495798319327,0.6457050391494034,74.89016746179904,0.9689949989200808,1111334.1535389,65.38452175074633,1.0,53.697508540702955,74.89016746179905,,,,,,,,,,,,,
46,20,high_gc,50.00730257099825,0,0.08523809523809524,1.666734974055362,50.00730257099825,0.6921524384701447,279416.76678515214,31.750937539621006,1.0,46.46359036299073,50.007302570998235,,,,,,,,,,,,,
47,20,high_gc,77.77690660558487,249,0.1047675070028011,2.433943721656588,77.77690660558487,0.9034622179245488,1298360.7432000185,70.94886799613954,1.0,54.27953733120094,77.77690660558487,,,,,,,,,,,,,
48,20,high_gc,59.60310699481624,175,0.09896358543417366,-2.4447230675080163,59.60310699481624,0.8616896477210393,885817.7294235555,58.81706562586331,0.0,54.66736526453584,59.603106994816244,,,,,,,,,,,,,
49,20,high_gc,52.04582333763613,255,0.10523809523809523,-1.2276533889508656,52.04582333763613,0.7990277571552997,516429.2785103949,44.83055372588345,1.0,59.23446082105047,52.045823337636136,,,,,,,,,,,,,
50,20,high_gc,61.738454638797926,0,0.08523809523809524,2.0971287543674446,61.738454638797926,0.9169076961963954,515214.32002633245,42.90606136371984,1.0,44.52360040993788,61.73845463879792,,,,,,,,,,,,,
51,20,high_gc,42.76740432883963,255,0.10523809523809523,0.452828447828849,42.76740432883963,0.9775567953016521,249184.56859620148,30.410873992150446,1.0,46.31356070798186,42.76740432883964,,,,,,,,,,,,,
52,20,high_gc,46.33283402899306,255,0.10523809523809523,1.3526299989913244,46.33283402899306,0.9690001244322808,436555.95614882506,41.0529919974995,1.0,53.79334439161904,46.33283402899308,,,,,,,,,,,,,
53,20,high_gc,68.84903498827784,0,0.08523809523809524,1.035034834230318,68.84903498827784,0.7550915629633862,452149.7404968889,37.800572828932786,1.0,65.26592611820041,68.84903498827784,,,,,,,,,,,,,
54,20,high_gc,70.59249863192575,0,0.08523809523809524,1.2330735022644614,70.59249863192575,0.8950231540232171,596396.3503188589,45.5664857619619,1.0,39.92358164194233,70.59249863192575,,,,,,,,,,,,,
55,20,high_gc,57.564865852638576,255,0.10523809523809523,-0.41968827464571057,57.564865852638576,0.998355539546736,416437.2975447188,39.38112600039067,1.0,58.593690328300205,57.564865852638576,,,,,,,,,,,,,
56,20,high_gc,75.46310560073017,0,0.08523809523809524,0.9219728740148608,75.46310560073017,0.9599532197763697,1129147.620329816,65.9912608915507,1.0,45.50232203766178,75.46310560073017,,,,,,,,,,,,,
57,20,high_gc,72.89399927768844,255,0.10523809523809523,0.2569389926040113,72.89399927768844,0.9917467645833408,912864.9986074842,59.130501296288074,1.0,54.88633464981159,72.89399927768844,,,,,,,,,,,,,
58,20,high_gc,79.83363160715794,255,0.10523809523809523,1.0110921670661366,79.83363160715794,0.9944113093856292,1488964.312788467,76.25043924056203,1.0,62.87553599628506,79.83363160715795,,,,,,,,,,,,,
59,20,high_gc,63.48590844043776,0,0.08523809523809524,1.9424534206198567,63.48590844043776,0.8773382334586893,466824.5980184637,39.69336271022103,1.0,50.71383171005381,63.48590844043776,,,,,,,,,,,,,
60,20,high_gc,32.00455004081211,16,0.08649299719887955,0.4904338966687803,32.00455004081211,0.9932385619120349,241213.73406903815,30.68430852084278,0.0,61.47845516941633,32.00455004081212,,,,,,,,,,,,,
61,20,high_gc,68.70976621249885,0,0.08523809523809524,0.44670082045561044,68.70976621249885,0.9983138484607426,711964.9365841004,52.03250175444445,1.0,51.06523191974057,68.70976621249885,,,,,,,,,,,,,
62,20,high_gc,43.36815644727681,0,0.08523809523809524,1.5643302647531505,43.36815644727681,0.7409353983454257,156128.0915040035,22.59519236682179,1.0,57.868828248965094,43.36815644727682,,,,,,,,,,,,,
63,20,high_gc,41.20566070098138,9,0.08594397759103642,1.193948501149233,41.20566070098138,0.9570932060456487,297674.8176455287,33.354379743980154,1.0,46.621718311161224,41.20566070098138,,,,,,,,,,,,,
64,20,high_gc,40.84944103002421,0,0.08523809523809524,0.48004785487791984,40.84944103002421,0.9344987069623918,189744.46124922138,26.523153825376887,1.0,59.94753998588295,40.84944103002421,,,,,,,,,,,,,
65,20,high_gc,38.420053253619244,0,0.08523809523809524,1.5946888803304,38.420053253619244,0.41740021925244253,146662.18217725802,22.80479466516036,1.0,58.06434820468362,38.420053253619244,,,,,,,,,,,,,
66,20,high_gc,26.149425726738304,0,0.08523809523809524,1.6252386447259386,26.149425726738304,0.7506462705598279,57134.969854143994,13.089838617786306,1.0,43.456207923639866,26.149425726738308,,,,,,,,,,,,,
67,20,high_gc,69.36465630547836,211,0.10178711484593836,2.158247498104131,69.36465630547836,0.9493998368278798,1064966.6299535779,64.26187557665838,0.0,45.990074579860256,69.36465630547836,,,,,,,,,,,,,
68,20,high_gc,38.59829063902412,255,0.10523809523809523,-0.5230533249074841,38.59829063902412,0.9954083347425854,333610.65385327104,36.08004836537039,1.0,48.58876997764728,38.598290639024114,,,,,,,,,,,,,
69,20,high_gc,30.99611233392541,255,0.10523809523809523,-0.3925790527512396,30.99611233392541,0.9628609127350162,90383.78848460034,17.390084712347814,1.0,42.28445148687495,30.996112333925403,,,,,,,,,,,,,
70,20,high_gc,65.33848642487871,0,0.08523809523809524,0.5310913077046655,65.33848642487871,0.911883705398407,789243.3900031908,54.88754963583567,1.0,49.39666681914594,65.33848642487872,,,,,,,,,,,,,
71,20,high_gc,61.960337058987115,255,0.10523809523809523,0.18790848155443196,61.960337058987115,0.9898406336883416,532228.2453519716,44.24701663669789,1.0,56.33156372591303,61.960337058987115,,,,,,,,,,,,,
72,20,high_gc,41.106931750665,28,0.08743417366946779,0.6041296597062926,41.106931750665,0.9739907025729823,410320.4331229137,40.02662371821555,0.0,52.03529892029782,41.106931750665,,,,,,,,,,,,,
73,20,high_gc,49.42257460122563,255,0.10523809523809523,-0.23987361333520765,49.42257460122563,0.9617380273259504,550013.8232039427,46.30910742144205,1.0,56.787433036754685,49.42257460122563,,,,,,,,,,,,,
74,20,high_gc,49.81095144794386,0,0.08523809523809524,1.282171719664602,49.81095144794386,0.992831198614382,424626.982599031,40.23635956862772,1.0,47.47356699751943,49.810951447943864,,,,,,,,,,,,,
75,20,high_gc,57.207420560028794,76,0.09119887955182072,0.7837332971155327,57.207420560028794,0.9554692992312495,777525.2137520816,55.06252634111198,0.0,46.634321954823776,57.2074205600288,,,,,,,,,,,,,
76,20,high_gc,83.88645703351872,187,0.0999047619047619,-2.2818383940339193,83.88645703351872,0.9027352102200412,1738155.9703385462,82.38308407131754,0.0,58.084220555227255,83.88645703351872,,,,,,,,,,,,,
77,20,high_gc,53.96867730895639,0,0.08523809523809524,1.5737036893288405,53.96867730895639,0.542028044523557,247728.09211654443,28.24725182004253,1.0,50.03497723264467,53.968677308956394,,,,,,,,,,,,,
78,20,high_gc,46.65350016063049,0,0.08523809523809524,2.5244307744071754,46.65350016063049,0.8744308929203545,283886.2648066551,31.502553462526148,1.0,43.002452400225145,46.653500160630486,,,,,,,,,,,,,
79,20,high_gc,81.08666261050709,0,0.08523809523809524,1.1465954116426726,81.08666261050709,0.9245800481033077,1070994.681225851,63.64244417808192,1.0,52.59425302872508,81.0866626105071,,,,,,,,,,,,,
80,20,high_gc,30.015449599445642,0,0.08523809523809524,1.8664666648186792,30.015449599445642,0.782529658623453,101539.07059206748,18.47148284357936,1.0,32.43234258492735,30.015449599445645,,,,,,,,,,,,,
81,20,high_gc,79.28295940792556,0,0.08523809523809524,1.2829947858462882,79.28295940792556,0.9400702142363467,797767.3609861888,52.77226483891677,1.0,51.9305498046268,79.28295940792557,,,,,,,,,,,,,
82,20,high_gc,73.73529488630852,0,0.08523809523809524,2.028737456087167,73.73529488630852,0.846793390253049,1239731.6864106334,69.56072216730306,1.0,57.52177537080927,73.73529488630852,,,,,,,,,,,,,
83,20,high_gc,42.79488876857262,255,0.10523809523809523,-2.665883724936862,42.79488876857262,0.8797370345278754,418303.4348663818,40.40328695461618,1.0,47.44565331177816,42.79488876857262,,,,,,,,,,,,,
84,20,high_gc,100.29767044104173,0,0.08523809523809524,2.157355382859784,100.29767044104173,0.9359043001729644,1586330.4460036962,76.82112210855513,1.0,60.01738900239489,100.29767044104173,,,,,,,,,,,,,
85,20,high_gc,73.31283408357947,255,0.10523809523809523,-0.8794905041493842,73.31283408357947,0.8131987732935844,678741.8750951954,49.72864476198164,1.0,56.42818453908072,73.31283408357949,,,,,,,,,,,,,
86,20,high_gc,61.69423257873777,0,0.08523809523809524,1.4108726210243827,61.69423257873777,0.9061525835586253,329013.6834566657,32.52502416580388,1.0,54.342868799733154,61.694232578737775,,,,,,,,,,,,,
87,20,high_gc,31.051805878641733,255,0.10523809523809523,0.3877693286617343,31.051805878641733,0.8619071644134886,69598.63917713794,14.418992405451759,1.0,53.431935212887225,31.051805878641733,,,,,,,,,,,,,
88,20,high_gc,43.41917449399518,255,0.10523809523809523,0.18004370827494004,43.41917449399518,0.9616319437615776,170088.9298970044,23.091221451664843,1.0,59.61296605098752,43.41917449399518,,,,,,,,,,,,,
89,20,high_gc,50.230668462535554,29,0.0875126050420168,0.7582828680597457,50.230668462535554,0.9795594938380701,600254.7106314935,48.399994100263356,0.0,56.1740918802863,50.23066846253556,,,,,,,,,,,,,
90,20,high_gc,35.45969106912758,0,0.08523809523809524,1.4634649781581692,35.45969106912758,0.6111419689533073,107146.71768886026,17.253135288295677,1.0,48.427018002069026,35.45969106912759,,,,,,,,,,,,,
91,20,high_gc,77.41125308754698,27,0.08735574229691877,1.8684678825994405,77.41125308754698,0.9677783887271351,1271957.0084754517,70.11971450291715,0.0,52.84518825103177,77.41125308754698,,,,,,,,,,,,,
92,20,high_gc,68.8608537722536,255,0.10523809523809523,-2.677926287519495,68.8608537722536,0.8825146846409978,1010322.863560295,62.57996553957642,1.0,49.51239552786164,68.86085377225359,,,,,,,,,,,,,
93,20,high_gc,40.94800733957849,255,0.10523809523809523,-0.6160774845165692,40.94800733957849,0.6115242624667717,132521.46614432393,20.261614203102983,1.0,44.95674496031743,40.94800733957849,,,,,,,,,,,,,
94,20,high_gc,45.25594752705218,139,0.09614005602240897,2.319830359118434,45.25594752705218,0.8929277784436664,497811.2272703668,44.08493492223994,0.0,52.278849955050276,45.25594752705218,,,,,,,,,,,,,
95,20,high_gc,48.81699907957351,70,0.09072829131652661,0.006535697683503495,48.81699907957351,0.9726211905520475,541059.7125234195,45.86241197746361,0.0,49.19194613496129,48.81699907957353,,,,,,,,,,,,,
96,20,high_gc,59.4429603908311,0,0.08523809523809524,1.9559991284592062,59.4429603908311,0.9403110402033881,637224.0101907187,49.150729481126774,1.0,47.534577424953994,59.442960390831104,,,,,,,,,,,,,
97,20,high_gc,52.92195107934995,0,0.08523809523809524,0.8590538094997305,52.92195107934995,0.9360686683717312,253944.93093339325,28.909831257357098,1.0,49.416565402467256,52.921951079349945,,,,,,,,,,,,,
98,20,high_gc,93.73601888845855,0,0.08523809523809524,1.5442607957971433,93.73601888845855,0.9602768283126376,1760291.943925566,82.39341353152795,1.0,47.09079969130944,93.73601888845855,,,,,,,,,,,,,
99,20,high_gc,97.17869685478018,0,0.08523809523809524,1.250523998982846,97.17869685478018,0.9047195724813745,1097282.9273582262,61.4509213391088,1.0,56.04413749009492,97.17869685478018,,,,,,,,,,,,,
100,20,high_gc,54.708679578754314,255,0.10523809523809523,0.256378134497041,54.708679578754314,0.9817127594675321,326960.24863722856,34.55435400281812,1.0,57.99844844132976,54.70867957875433,,,,,,,,,,,,,
101,20,high_gc,39.106404290550515,0,0.08523809523809524,1.2612562812983485,39.106404290550515,0.9761036881328802,220407.7182115228,28.0673838411061,1.0,55.32088004693135,39.106404290550515,,,,,,,,,,,,,
102,20,high_gc,17.891812245963365,0,0.08523809523809524,2.9619496957626805,17.891812245963365,0.53533111222498,33164.549277608916,10.029289852250828,1.0,52.93372681626851,17.891812245963365,,,,,,,,,,,,,
103,20,high_gc,68.94685567935532,255,0.10523809523809523,0.17020021176991354,68.94685567935532,0.9715731608423451,906347.7440389458,59.12731067418569,1.0,55.451918805079984,68.94685567935534,,,,,,,,,,,,,
104,20,high_gc,38.3963530635416,255,0.10523809523809523,-0.9165485658672268,38.3963530635416,0.6436497788119326,168375.7251324053,25.147790860212513,1.0,52.49466467031148,38.39635306354161,,,,,,,,,,,,,
105,20,high_gc,56.33797366615663,0,0.08523809523809524,2.017485730822889,56.33797366615663,0.7229115794354334,485452.80422368547,43.18452519005831,1.0,47.57329539490605,56.33797366615663,,,,,,,,,,,,,
106,20,high_gc,19.50034182687039,255,0.10523809523809523,-1.2790763462589294,19.50034182687039,0.9445715136121946,57371.583523105815,14.760914441232792,1.0,43.40062772282609,19.50034182687039,,,,,,,,,,,,,
107,20,high_gc,12.676257766895695,255,0.10523809523809523,-0.6981002321476917,12.676257766895695,0.7429231022526546,11213.42683028998,5.924901514694077,1.0,58.64415221252745,12.676257766895692,,,,,,,,,,,,,
108,20,high_gc,64.75809429918692,255,0.10523809523809523,1.8748742037403778,64.75809429918692,0.9953888591220983,849065.8794547233,57.47732674965792,1.0,49.671247044643216,64.75809429918692,,,,,,,,,,,,,
109,20,high_gc,24.272818036701135,0,0.08523809523809524,1.0526849559912428,24.272818036701135,0.8217552955088028,72811.92167469411,16.33407379453185,1.0,46.25567474369723,24.27281803670114,,,,,,,,,,,,,
110,20,high_gc,64.64176514773848,0,0.08523809523809524,0.6761066902810869,64.64176514773848,0.7257028049985139,358533.79251551616,31.451349502448913,1.0,57.07621211193522,64.6417651477385,,,,,,,,,,,,,
111,20,high_gc,7.649850038700173,255,0.10523809523809523,-1.8189949992861407,7.649850038700173,0.32713164605528905,4724.021555936382,4.084289801428272,1.0,51.47625586900371,7.649850038700172,,,,,,,,,,,,,
112,20,high_gc,30.191267786041188,43,0.08861064425770308,1.3328775227461502,30.191267786041188,0.9704567084405751,185446.9916342685,26.698161454338354,0.0,54.51329857331299,30.19126778604119,,,,,,,,,,,,,
113,20,high_gc,70.95965708205438,0,0.08523809523809524,-0.7389728328613835,70.95965708205438,0.9876873003256879,1180762.3233297698,67.90591542865376,1.0,65.70433414796494,70.95965708205438,,,,,,,,,,,,,
114,20,high_gc,63.71077378133401,113,0.09410084033613444,-3.040648086454631,63.71077378133401,0.8647272770903431,1013839.9736230604,62.92721299090822,0.0,58.42250571614255,63.71077378133401,,,,,,,,,,,,,
115,20,high_gc,34.79729294518481,255,0.10523809523809523,-1.1184663791750782,34.79729294518481,0.46858658195820524,87371.3406417797,16.55648034491409,1.0,53.109098483919006,34.79729294518481,,,,,,,,,,,,,
116,20,high_gc,31.803984118586765,255,0.10523809523809523,0.6319771424209358,31.803984118586765,0.9654095136346852,228097.41940103882,29.836005234260263,1.0,41.22262280419411,31.80398411858677,,,,,,,,,,,,,
117,20,high_gc,46.795421032421224,255,0.10523809523809523,0.07973014504840527,46.795421032421224,0.9860449096210572,393299.3965118114,39.01853560280787,1.0,55.84864284972133,46.79542103242122,,,,,,,,,,,,,
118,20,high_gc,20.22621309015489,255,0.10523809523809523,0.6115574213353466,20.22621309015489,0.9970336402795046,61660.548202764316,15.43977275847606,1.0,53.09510282308514,20.226213090154893,,,,,,,,,,,,,
119,20,high_gc,41.81247242111678,0,0.08523809523809524,0.8850473323873052,41.81247242111678,0.9943757310596973,349040.78645196906,36.75849292069431,1.0,66.71867322444876,41.81247242111677,,,,,,,,,,,,,
120,20,high_gc,55.63354577359313,255,0.10523809523809523,-0.12465673781763216,55.63354577359313,0.6375378615052384,241713.60796305435,25.62499802583478,1.0,54.87050224139184,55.63354577359312,,,,,,,,,,,,,
121,20,high_gc,26.23872406709202,255,0.10523809523809523,0.8045998278923014,26.23872406709202,0.9575379847324974,91936.34438487803,18.454519358531673,1.0,48.09449937670754,26.238724067092026,,,,,,,,,,,,,
122,20,high_gc,49.894165812973185,255,0.10523809523809523,0.3909651066507919,49.894165812973185,0.9986664298971119,397418.4686123115,39.06578845175065,1.0,62.91814626103211,49.894165812973185,,,,,,,,,,,,,
123,20,high_gc,43.74466722098132,0,0.08523809523809524,1.875356425639365,43.74466722098132,0.9872601790705816,272608.7152424931,31.485383271661576,1.0,45.14428109864291,43.74466722098132,,,,,,,,,,,,,
124,20,high_gc,25.04458080584944,65,0.09033613445378151,2.094887902566879,25.04458080584944,0.977797202334,139226.43516835375,23.253356100541197,0.0,45.50174929419703,25.044580805849435,,,,,,,,,,,,,
125,20,high_gc,39.42272579976451,255,0.10523809523809523,-1.8608887415692845,39.42272579976451,0.8221389482709552,330099.9916838166,35.8621943825584,1.0,45.7158479360869,39.422725799764514,,,,,,,,,,,,,
126,20,high_gc,71.39847828915138,34,0.0879047619047619,1.1951453218307229,71.39847828915138,0.9090299498938867,1088538.9315356524,64.8960154933979,0.0,57.43571954008278,71.39847828915138,,,,,,,,,,,,,
127,20,high_gc,44.48220716831847,0,0.08523809523809524,2.1891274210546188,44.48220716831847,0.8297374098994763,410922.03245438344,40.01154768476967,1.0,61.44677175303239,44.48220716831847,,,,,,,,,,,,,
128,20,high_gc,29.33775001593063,25,0.08719887955182072,1.3996321662939997,29.33775001593063,0.8717254207158656,145574.61635270948,23.156936197755122,0.0,54.81753664691245,29.337750015930634,,,,,,,,,,,,,
129,20,high_gc,64.1637211556157,0,0.08523809523809524,0.5775983614144654,64.1637211556157,0.918235880778292,850996.410823304,57.35840513360788,1.0,50.74118179491054,64.16372115561572,,,,,,,,,,,,,
130,20,high_gc,79.33412304831346,0,0.08523809523809524,2.071790025934863,79.33412304831346,0.8237199575873595,755006.9450754141,52.093378012283175,1.0,61.49503009603102,79.33412304831347,,,,,,,,,,,,,
